title,category,price
Louisa: The Extraordinary Life of Mrs. Adams,Biography,£16.85
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,£21.15
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,£39.55
Benjamin Franklin: An American Life,Biography,£48.19
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,£42.57
In Her Wake,Thriller,£12.84
The Elephant Tree,Thriller,£23.82
Behind Closed Doors,Thriller,£52.22
You (You #1),Thriller,£43.61
The Guilty (Will Robie #4),Thriller,£13.82
The 14th Colony (Cotton Malone #11),Thriller,£39.24
Give It Back,Thriller,£18.32
Killing Floor (Jack Reacher #1),Thriller,£31.49
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,£59.71
Far From True (Promise Falls Trilogy #2),Thriller,£34.93
The Travelers,Thriller,£15.77
When We Collided,Contemporary,£31.77
Someone Like You (The Harrisons #2),Contemporary,£52.79
We Are All Completely Beside Ourselves,Contemporary,£24.04
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,£17.66
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,£32.24
Chasing Heaven: What Dying Taught Me About Living,Spirituality,£37.80
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,£20.91
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,£46.33
A New Earth: Awakening to Your Life's Purpose,Spirituality,£55.65
Logan Kade (Fallen Crest High #5.5),Academic,£13.12
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,£46.35
How to Be Miserable: 40 Strategies You Already Use,Self Help,£46.03
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,£52.15
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,£12.08
How to Stop Worrying and Start Living,Self Help,£46.49
All the Light We Cannot See,Historical,£29.87
The Girl You Left Behind (The Girl You Left Behind #1),Historical,£15.79
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,£54.00
Crazy Love: Overwhelmed by a Relentless God,Christian,£47.72
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,£25.77
Silence in the Dark (Logan Point #4),Suspense,£58.33
The Grownup,Short Stories,£35.88
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,£54.81
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,£49.05
"Eat Fat, Get Thin",Health,£54.07
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,£49.71
The Art and Science of Low Carbohydrate Living,Health,£52.98
Libertarianism for Beginners,Politics,£51.33
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,£52.65
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,£56.86
Amid the Chaos,Cultural,£36.58
Dark Notes,Erotica,£19.19
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,£10.97
